Name,ModuleName
GetCurrentProcessorNumberEx,kernel32.dll
GetCurrentThread,api-ms-win-core-processthreads-l1-1-0.dll
GetCurrentThread,api-ms-win-core-processthreads-l1-1-1.dll
GetCurrentThread,api-ms-win-core-processthreads-l1-1-2.dll
GetCurrentThread,api-ms-win-core-processthreads-l1-1-3.dll
GetCurrentThread,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetCurrentThread,kernel32.dll
GetCurrentThreadId,api-ms-win-core-processthreads-l1-1-0.dll
GetCurrentThreadId,api-ms-win-core-processthreads-l1-1-1.dll
GetCurrentThreadId,api-ms-win-core-processthreads-l1-1-2.dll
GetCurrentThreadId,api-ms-win-core-processthreads-l1-1-3.dll
GetCurrentThreadId,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetCurrentThreadId,kernel32.dll
GetDateFormatEx,api-ms-win-core-datetime-l1-1-1.dll
GetDateFormatEx,api-ms-win-core-datetime-l1-1-2.dll
GetDateFormatEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetDateFormatEx,kernel32.dll
GetDefaultAudioCaptureId,PhoneAudioSes.dll
GetDefaultAudioRenderId,PhoneAudioSes.dll
GetDiskFreeSpaceA,api-ms-win-core-file-l1-1-0.dll
GetDiskFreeSpaceA,api-ms-win-core-file-l1-2-0.dll
GetDiskFreeSpaceA,api-ms-win-core-file-l1-2-1.dll
GetDiskFreeSpaceA,api-ms-win-core-file-l1-2-2.dll
GetDiskFreeSpaceA,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetDiskFreeSpaceA,kernel32.dll
GetDiskFreeSpaceExA,api-ms-win-core-file-l1-1-0.dll
GetDiskFreeSpaceExA,api-ms-win-core-file-l1-2-0.dll
GetDiskFreeSpaceExA,api-ms-win-core-file-l1-2-1.dll
GetDiskFreeSpaceExA,api-ms-win-core-file-l1-2-2.dll
GetDiskFreeSpaceExA,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetDiskFreeSpaceExA,kernel32.dll
GetDiskFreeSpaceExW,api-ms-win-core-file-l1-1-0.dll
GetDiskFreeSpaceExW,api-ms-win-core-file-l1-2-0.dll
GetDiskFreeSpaceExW,api-ms-win-core-file-l1-2-1.dll
GetDiskFreeSpaceExW,api-ms-win-core-file-l1-2-2.dll
GetDiskFreeSpaceExW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetDiskFreeSpaceExW,kernel32.dll
GetDiskFreeSpaceW,api-ms-win-core-file-l1-1-0.dll
GetDiskFreeSpaceW,api-ms-win-core-file-l1-2-0.dll
GetDiskFreeSpaceW,api-ms-win-core-file-l1-2-1.dll
GetDiskFreeSpaceW,api-ms-win-core-file-l1-2-2.dll
GetDiskFreeSpaceW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetDiskFreeSpaceW,kernel32.dll
GetDurationFormatEx,api-ms-win-core-datetime-l1-1-2.dll
GetDurationFormatEx,api-ms-win-core-kernel32-legacy-l1-1-0.dll
GetDurationFormatEx,api-ms-win-core-kernel32-legacy-l1-1-1.dll
GetDurationFormatEx,api-ms-win-core-kernel32-legacy-l1-1-2.dll
GetDurationFormatEx,api-ms-win-core-kernel32-legacy-l1-1-3.dll
GetDurationFormatEx,api-ms-win-core-kernel32-legacy-l1-1-4.dll
GetDurationFormatEx,api-ms-win-core-kernel32-legacy-l1-1-5.dll
GetDurationFormatEx,api-ms-win-downlevel-kernel32-l2-1-0.dll
GetDurationFormatEx,kernel32.dll
GetDynamicTimeZoneInformation,api-ms-win-core-sysinfo-l1-1-0.dll
GetDynamicTimeZoneInformation,api-ms-win-core-timezone-l1-1-0.dll
GetDynamicTimeZoneInformation,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetDynamicTimeZoneInformation,kernel32.dll
GetDynamicTimeZoneInformationEffectiveYears,advapi32.dll
GetDynamicTimeZoneInformationEffectiveYears,api-ms-win-core-timezone-l1-1-0.dll
GetEnabledXStateFeatures,api-ms-win-core-xstate-l2-1-0.dll
GetEnabledXStateFeatures,kernel32.dll
GetExitCodeProcess,api-ms-win-core-processthreads-l1-1-0.dll
GetExitCodeProcess,api-ms-win-core-processthreads-l1-1-1.dll
GetExitCodeProcess,api-ms-win-core-processthreads-l1-1-2.dll
GetExitCodeProcess,api-ms-win-core-processthreads-l1-1-3.dll
GetExitCodeProcess,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetExitCodeProcess,kernel32.dll
GetExitCodeThread,api-ms-win-core-processthreads-l1-1-0.dll
GetExitCodeThread,api-ms-win-core-processthreads-l1-1-1.dll
GetExitCodeThread,api-ms-win-core-processthreads-l1-1-2.dll
GetExitCodeThread,api-ms-win-core-processthreads-l1-1-3.dll
GetExitCodeThread,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetExitCodeThread,kernel32.dll
GetExpandedResourceExclusiveCpuCount,api-ms-win-gaming-expandedresources-l1-1-0.dll
GetExpandedResourceExclusiveCpuCount,gamemode.dll
GetExplicitEntriesFromAclA,advapi32.dll
GetExplicitEntriesFromAclA,api-ms-win-security-provider-ansi-l1-1-0.dll
GetExplicitEntriesFromAclW,advapi32.dll
GetExplicitEntriesFromAclW,api-ms-win-downlevel-advapi32-l3-1-0.dll
GetExplicitEntriesFromAclW,api-ms-win-security-provider-l1-1-0.dll
GetExtendedTcpTable,iphlpapi.dll
GetExtendedUdpTable,iphlpapi.dll
GetFeatureEnabledState,api-ms-win-core-featurestaging-l1-1-0.dll
GetFeatureEnabledState,api-ms-win-core-featurestaging-l1-1-1.dll
GetFeatureVariant,api-ms-win-core-featurestaging-l1-1-1.dll
GetFileAttributesA,api-ms-win-core-file-l1-1-0.dll
GetFileAttributesA,api-ms-win-core-file-l1-2-0.dll
GetFileAttributesA,api-ms-win-core-file-l1-2-1.dll
GetFileAttributesA,api-ms-win-core-file-l1-2-2.dll
GetFileAttributesA,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileAttributesA,kernel32.dll
GetFileAttributesExA,api-ms-win-core-file-l1-1-0.dll
GetFileAttributesExA,api-ms-win-core-file-l1-2-0.dll
GetFileAttributesExA,api-ms-win-core-file-l1-2-1.dll
GetFileAttributesExA,api-ms-win-core-file-l1-2-2.dll
GetFileAttributesExA,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileAttributesExA,kernel32.dll
GetFileAttributesExW,api-ms-win-core-file-l1-1-0.dll
GetFileAttributesExW,api-ms-win-core-file-l1-2-0.dll
GetFileAttributesExW,api-ms-win-core-file-l1-2-1.dll
GetFileAttributesExW,api-ms-win-core-file-l1-2-2.dll
GetFileAttributesExW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileAttributesExW,kernel32.dll
GetFileAttributesW,api-ms-win-core-file-l1-1-0.dll
GetFileAttributesW,api-ms-win-core-file-l1-2-0.dll
GetFileAttributesW,api-ms-win-core-file-l1-2-1.dll
GetFileAttributesW,api-ms-win-core-file-l1-2-2.dll
GetFileAttributesW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileAttributesW,kernel32.dll
GetFileInformationByHandleEx,api-ms-win-core-file-l2-1-0.dll
GetFileInformationByHandleEx,api-ms-win-core-file-l2-1-1.dll
GetFileInformationByHandleEx,api-ms-win-core-file-l2-1-2.dll
GetFileInformationByHandleEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileInformationByHandleEx,kernel32.dll
GetFileSizeEx,api-ms-win-core-file-l1-1-0.dll
GetFileSizeEx,api-ms-win-core-file-l1-2-0.dll
GetFileSizeEx,api-ms-win-core-file-l1-2-1.dll
GetFileSizeEx,api-ms-win-core-file-l1-2-2.dll
GetFileSizeEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileSizeEx,kernel32.dll
GetFileTime,api-ms-win-core-file-l1-1-0.dll
GetFileTime,api-ms-win-core-file-l1-2-0.dll
GetFileTime,api-ms-win-core-file-l1-2-1.dll
GetFileTime,api-ms-win-core-file-l1-2-2.dll
GetFileTime,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileTime,kernel32.dll
GetFileType,api-ms-win-core-file-l1-1-0.dll
GetFileType,api-ms-win-core-file-l1-2-0.dll
GetFileType,api-ms-win-core-file-l1-2-1.dll
GetFileType,api-ms-win-core-file-l1-2-2.dll
GetFileType,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFileType,kernel32.dll
GetFinalPathNameByHandleA,api-ms-win-core-file-l1-1-0.dll
GetFinalPathNameByHandleA,api-ms-win-core-file-l1-2-0.dll
GetFinalPathNameByHandleA,api-ms-win-core-file-l1-2-1.dll
GetFinalPathNameByHandleA,api-ms-win-core-file-l1-2-2.dll
GetFinalPathNameByHandleA,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFinalPathNameByHandleA,kernel32.dll
GetFinalPathNameByHandleW,api-ms-win-core-file-l1-1-0.dll
GetFinalPathNameByHandleW,api-ms-win-core-file-l1-2-0.dll
GetFinalPathNameByHandleW,api-ms-win-core-file-l1-2-1.dll
GetFinalPathNameByHandleW,api-ms-win-core-file-l1-2-2.dll
GetFinalPathNameByHandleW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFinalPathNameByHandleW,kernel32.dll
GetFullPathNameW,api-ms-win-core-file-l1-1-0.dll
GetFullPathNameW,api-ms-win-core-file-l1-2-0.dll
GetFullPathNameW,api-ms-win-core-file-l1-2-1.dll
GetFullPathNameW,api-ms-win-core-file-l1-2-2.dll
GetFullPathNameW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetFullPathNameW,kernel32.dll
GetGeoInfoW,api-ms-win-core-localization-l1-2-0.dll
GetGeoInfoW,api-ms-win-core-localization-l1-2-1.dll
GetGeoInfoW,api-ms-win-core-localization-l1-2-2.dll
GetGeoInfoW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetGeoInfoW,kernel32.dll
GetHGlobalFromILockBytes,api-ms-win-core-com-l2-1-1.dll
GetHGlobalFromILockBytes,ole32.dll
GetHGlobalFromStream,api-ms-win-core-com-l1-1-0.dll
GetHGlobalFromStream,api-ms-win-core-com-l1-1-1.dll
GetHGlobalFromStream,api-ms-win-core-com-l1-1-2.dll
GetHGlobalFromStream,api-ms-win-downlevel-ole32-l1-1-0.dll
GetHGlobalFromStream,api-ms-win-downlevel-ole32-l1-1-1.dll
GetHGlobalFromStream,ole32.dll
gethostbyaddr,ws2_32.dll
gethostbyname,ws2_32.dll
gethostname,ws2_32.dll
GetHostNameW,ws2_32.dll
GetIcmpStatistics,iphlpapi.dll
GetIcmpStatisticsEx,iphlpapi.dll
GetIfEntry2,iphlpapi.dll
GetIntegratedDisplaySize,api-ms-win-core-sysinfo-l1-2-3.dll
GetIntegratedDisplaySize,kernelbase.dll
GetIpStatisticsEx,iphlpapi.dll
GetKernelObjectSecurity,advapi32.dll
GetKernelObjectSecurity,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetKernelObjectSecurity,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetKernelObjectSecurity,api-ms-win-security-base-l1-1-0.dll
GetKernelObjectSecurity,api-ms-win-security-base-l1-2-0.dll
GetKernelObjectSecurity,api-ms-win-security-base-l1-2-1.dll
GetKernelObjectSecurity,api-ms-win-security-base-l1-2-2.dll
GetKeyNameTextA,user32.dll
GetKeyNameTextW,ext-ms-win-ntuser-keyboard-l1-2-0.dll
GetKeyNameTextW,ext-ms-win-ntuser-keyboard-l1-3-0.dll
GetKeyNameTextW,user32.dll
GetLastError,api-ms-win-core-errorhandling-l1-1-0.dll
GetLastError,api-ms-win-core-errorhandling-l1-1-1.dll
GetLastError,api-ms-win-core-errorhandling-l1-1-2.dll
GetLastError,api-ms-win-core-errorhandling-l1-1-3.dll
GetLastError,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLastError,kernel32.dll
GetLastInputInfo,ext-ms-win-ntuser-keyboard-l1-1-0.dll
GetLastInputInfo,ext-ms-win-ntuser-keyboard-l1-1-1.dll
GetLastInputInfo,ext-ms-win-ntuser-keyboard-l1-2-0.dll
GetLastInputInfo,ext-ms-win-ntuser-keyboard-l1-3-0.dll
GetLastInputInfo,user32.dll
GetLatticePtr,InkObjCore.dll
GetLeftSeparator,InkObjCore.dll
GetLengthSid,advapi32.dll
GetLengthSid,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetLengthSid,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetLengthSid,api-ms-win-security-base-l1-1-0.dll
GetLengthSid,api-ms-win-security-base-l1-2-0.dll
GetLengthSid,api-ms-win-security-base-l1-2-1.dll
GetLengthSid,api-ms-win-security-base-l1-2-2.dll
GetLocaleInfoA,api-ms-win-core-localization-l1-2-0.dll
GetLocaleInfoA,api-ms-win-core-localization-l1-2-1.dll
GetLocaleInfoA,api-ms-win-core-localization-l1-2-2.dll
GetLocaleInfoA,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLocaleInfoA,kernel32.dll
GetLocaleInfoEx,api-ms-win-core-localization-l1-1-0.dll
GetLocaleInfoEx,api-ms-win-core-localization-l1-2-0.dll
GetLocaleInfoEx,api-ms-win-core-localization-l1-2-1.dll
GetLocaleInfoEx,api-ms-win-core-localization-l1-2-2.dll
GetLocaleInfoEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLocaleInfoEx,kernel32.dll
GetLocaleInfoW,api-ms-win-core-localization-l1-1-0.dll
GetLocaleInfoW,api-ms-win-core-localization-l1-2-0.dll
GetLocaleInfoW,api-ms-win-core-localization-l1-2-1.dll
GetLocaleInfoW,api-ms-win-core-localization-l1-2-2.dll
GetLocaleInfoW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLocaleInfoW,kernel32.dll
GetLocalTime,api-ms-win-core-sysinfo-l1-1-0.dll
GetLocalTime,api-ms-win-core-sysinfo-l1-2-0.dll
GetLocalTime,api-ms-win-core-sysinfo-l1-2-1.dll
GetLocalTime,api-ms-win-core-sysinfo-l1-2-2.dll
GetLocalTime,api-ms-win-core-sysinfo-l1-2-3.dll
GetLocalTime,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLocalTime,kernel32.dll
GetLogicalProcessorInformation,api-ms-win-core-sysinfo-l1-1-0.dll
GetLogicalProcessorInformation,api-ms-win-core-sysinfo-l1-2-0.dll
GetLogicalProcessorInformation,api-ms-win-core-sysinfo-l1-2-1.dll
GetLogicalProcessorInformation,api-ms-win-core-sysinfo-l1-2-2.dll
GetLogicalProcessorInformation,api-ms-win-core-sysinfo-l1-2-3.dll
GetLogicalProcessorInformation,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLogicalProcessorInformation,kernel32.dll
GetLogicalProcessorInformationEx,api-ms-win-core-sysinfo-l1-1-0.dll
GetLogicalProcessorInformationEx,api-ms-win-core-sysinfo-l1-2-0.dll
GetLogicalProcessorInformationEx,api-ms-win-core-sysinfo-l1-2-1.dll
GetLogicalProcessorInformationEx,api-ms-win-core-sysinfo-l1-2-2.dll
GetLogicalProcessorInformationEx,api-ms-win-core-sysinfo-l1-2-3.dll
GetLogicalProcessorInformationEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLogicalProcessorInformationEx,kernel32.dll
GetLongPathNameW,api-ms-win-core-file-l1-1-0.dll
GetLongPathNameW,api-ms-win-core-file-l1-2-0.dll
GetLongPathNameW,api-ms-win-core-file-l1-2-1.dll
GetLongPathNameW,api-ms-win-core-file-l1-2-2.dll
GetLongPathNameW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetLongPathNameW,kernel32.dll
GetModuleFileNameA,api-ms-win-core-libraryloader-l1-1-0.dll
GetModuleFileNameA,api-ms-win-core-libraryloader-l1-1-1.dll
GetModuleFileNameA,api-ms-win-core-libraryloader-l1-2-0.dll
GetModuleFileNameA,api-ms-win-core-libraryloader-l1-2-1.dll
GetModuleFileNameA,api-ms-win-core-libraryloader-l1-2-2.dll
GetModuleFileNameA,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetModuleFileNameA,kernel32.dll
GetModuleFileNameW,api-ms-win-core-libraryloader-l1-1-0.dll
GetModuleFileNameW,api-ms-win-core-libraryloader-l1-1-1.dll
GetModuleFileNameW,api-ms-win-core-libraryloader-l1-2-0.dll
GetModuleFileNameW,api-ms-win-core-libraryloader-l1-2-1.dll
GetModuleFileNameW,api-ms-win-core-libraryloader-l1-2-2.dll
GetModuleFileNameW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetModuleFileNameW,kernel32.dll
GetNamedSecurityInfoA,advapi32.dll
GetNamedSecurityInfoA,api-ms-win-security-provider-ansi-l1-1-0.dll
GetNamedSecurityInfoW,advapi32.dll
GetNamedSecurityInfoW,api-ms-win-downlevel-advapi32-l3-1-0.dll
GetNamedSecurityInfoW,api-ms-win-security-provider-l1-1-0.dll
getnameinfo,ws2_32.dll
GetNameInfoW,ws2_32.dll
GetNativeSystemInfo,api-ms-win-core-sysinfo-l1-2-0.dll
GetNativeSystemInfo,api-ms-win-core-sysinfo-l1-2-1.dll
GetNativeSystemInfo,api-ms-win-core-sysinfo-l1-2-2.dll
GetNativeSystemInfo,api-ms-win-core-sysinfo-l1-2-3.dll
GetNativeSystemInfo,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetNativeSystemInfo,kernel32.dll
GetNetworkParams,iphlpapi.dll
GetNLSVersionEx,api-ms-win-core-localization-l1-1-0.dll
GetNLSVersionEx,api-ms-win-core-localization-l1-2-0.dll
GetNLSVersionEx,api-ms-win-core-localization-l1-2-1.dll
GetNLSVersionEx,api-ms-win-core-localization-l1-2-2.dll
GetNLSVersionEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetNLSVersionEx,kernel32.dll
GetNumberFormatEx,api-ms-win-core-localization-l2-1-0.dll
GetNumberFormatEx,kernel32.dll
GetOverlappedResult,api-ms-win-core-io-l1-1-0.dll
GetOverlappedResult,api-ms-win-core-io-l1-1-1.dll
GetOverlappedResult,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetOverlappedResult,kernel32.dll
GetOverlappedResultEx,api-ms-win-core-io-l1-1-1.dll
GetOverlappedResultEx,kernel32.dll
getpeername,ws2_32.dll
GetPerAdapterInfo,iphlpapi.dll
GetProcAddress,api-ms-win-core-libraryloader-l1-1-0.dll
GetProcAddress,api-ms-win-core-libraryloader-l1-1-1.dll
GetProcAddress,api-ms-win-core-libraryloader-l1-2-0.dll
GetProcAddress,api-ms-win-core-libraryloader-l1-2-1.dll
GetProcAddress,api-ms-win-core-libraryloader-l1-2-2.dll
GetProcAddress,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetProcAddress,kernel32.dll
GetProcessDefaultCpuSets,api-ms-win-core-processthreads-l1-1-3.dll
GetProcessDefaultCpuSets,kernel32.dll
GetProcessHeap,api-ms-win-core-heap-l1-1-0.dll
GetProcessHeap,api-ms-win-core-heap-l1-2-0.dll
GetProcessHeap,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetProcessHeap,kernel32.dll
GetProcessId,api-ms-win-core-processthreads-l1-1-0.dll
GetProcessId,api-ms-win-core-processthreads-l1-1-1.dll
GetProcessId,api-ms-win-core-processthreads-l1-1-2.dll
GetProcessId,api-ms-win-core-processthreads-l1-1-3.dll
GetProcessId,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetProcessId,kernel32.dll
GetProcessInformation,api-ms-win-core-processthreads-l1-1-3.dll
GetProcessInformation,kernel32.dll
GetProcessMitigationPolicy,api-ms-win-core-processthreads-l1-1-1.dll
GetProcessMitigationPolicy,api-ms-win-core-processthreads-l1-1-2.dll
GetProcessMitigationPolicy,api-ms-win-core-processthreads-l1-1-3.dll
GetProcessMitigationPolicy,kernel32.dll
GetProcessTimes,api-ms-win-core-processthreads-l1-1-0.dll
GetProcessTimes,api-ms-win-core-processthreads-l1-1-1.dll
GetProcessTimes,api-ms-win-core-processthreads-l1-1-2.dll
GetProcessTimes,api-ms-win-core-processthreads-l1-1-3.dll
GetProcessTimes,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetProcessTimes,kernel32.dll
getprotobyname,ws2_32.dll
getprotobynumber,ws2_32.dll
GetQueuedCompletionStatus,api-ms-win-core-io-l1-1-0.dll
GetQueuedCompletionStatus,api-ms-win-core-io-l1-1-1.dll
GetQueuedCompletionStatus,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetQueuedCompletionStatus,kernel32.dll
GetQueuedCompletionStatusEx,api-ms-win-core-io-l1-1-0.dll
GetQueuedCompletionStatusEx,api-ms-win-core-io-l1-1-1.dll
GetQueuedCompletionStatusEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetQueuedCompletionStatusEx,kernel32.dll
GetRecoAttributes,InkObjCore.dll
GetRestrictedErrorInfo,api-ms-win-core-winrt-error-l1-1-0.dll
GetRestrictedErrorInfo,api-ms-win-core-winrt-error-l1-1-1.dll
GetResultPropertyList,InkObjCore.dll
GetRightSeparator,InkObjCore.dll
GetSecurityDescriptorControl,advapi32.dll
GetSecurityDescriptorControl,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSecurityDescriptorControl,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSecurityDescriptorControl,api-ms-win-security-base-l1-1-0.dll
GetSecurityDescriptorControl,api-ms-win-security-base-l1-2-0.dll
GetSecurityDescriptorControl,api-ms-win-security-base-l1-2-1.dll
GetSecurityDescriptorControl,api-ms-win-security-base-l1-2-2.dll
GetSecurityDescriptorDacl,advapi32.dll
GetSecurityDescriptorDacl,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSecurityDescriptorDacl,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSecurityDescriptorDacl,api-ms-win-security-base-l1-1-0.dll
GetSecurityDescriptorDacl,api-ms-win-security-base-l1-2-0.dll
GetSecurityDescriptorDacl,api-ms-win-security-base-l1-2-1.dll
GetSecurityDescriptorDacl,api-ms-win-security-base-l1-2-2.dll
GetSecurityDescriptorGroup,advapi32.dll
GetSecurityDescriptorGroup,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSecurityDescriptorGroup,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSecurityDescriptorGroup,api-ms-win-security-base-l1-1-0.dll
GetSecurityDescriptorGroup,api-ms-win-security-base-l1-2-0.dll
GetSecurityDescriptorGroup,api-ms-win-security-base-l1-2-1.dll
GetSecurityDescriptorGroup,api-ms-win-security-base-l1-2-2.dll
GetSecurityDescriptorLength,advapi32.dll
GetSecurityDescriptorLength,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSecurityDescriptorLength,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSecurityDescriptorLength,api-ms-win-security-base-l1-1-0.dll
GetSecurityDescriptorLength,api-ms-win-security-base-l1-2-0.dll
GetSecurityDescriptorLength,api-ms-win-security-base-l1-2-1.dll
GetSecurityDescriptorLength,api-ms-win-security-base-l1-2-2.dll
GetSecurityDescriptorOwner,advapi32.dll
GetSecurityDescriptorOwner,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSecurityDescriptorOwner,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSecurityDescriptorOwner,api-ms-win-security-base-l1-1-0.dll
GetSecurityDescriptorOwner,api-ms-win-security-base-l1-2-0.dll
GetSecurityDescriptorOwner,api-ms-win-security-base-l1-2-1.dll
GetSecurityDescriptorOwner,api-ms-win-security-base-l1-2-2.dll
GetSecurityDescriptorRMControl,advapi32.dll
GetSecurityDescriptorRMControl,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSecurityDescriptorRMControl,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSecurityDescriptorRMControl,api-ms-win-security-base-l1-1-0.dll
GetSecurityDescriptorRMControl,api-ms-win-security-base-l1-2-0.dll
GetSecurityDescriptorRMControl,api-ms-win-security-base-l1-2-1.dll
GetSecurityDescriptorRMControl,api-ms-win-security-base-l1-2-2.dll
GetSecurityDescriptorSacl,advapi32.dll
GetSecurityDescriptorSacl,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSecurityDescriptorSacl,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSecurityDescriptorSacl,api-ms-win-security-base-l1-1-0.dll
GetSecurityDescriptorSacl,api-ms-win-security-base-l1-2-0.dll
GetSecurityDescriptorSacl,api-ms-win-security-base-l1-2-1.dll
GetSecurityDescriptorSacl,api-ms-win-security-base-l1-2-2.dll
GetSecurityInfo,advapi32.dll
GetSecurityInfo,api-ms-win-downlevel-advapi32-l3-1-0.dll
GetSecurityInfo,api-ms-win-security-provider-l1-1-0.dll
GetSecurityInfo,ext-ms-win-advapi32-ntmarta-l1-1-0.dll
getservbyname,ws2_32.dll
getservbyport,ws2_32.dll
GetSidIdentifierAuthority,advapi32.dll
GetSidIdentifierAuthority,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSidIdentifierAuthority,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSidIdentifierAuthority,api-ms-win-security-base-l1-1-0.dll
GetSidIdentifierAuthority,api-ms-win-security-base-l1-2-0.dll
GetSidIdentifierAuthority,api-ms-win-security-base-l1-2-1.dll
GetSidIdentifierAuthority,api-ms-win-security-base-l1-2-2.dll
GetSidLengthRequired,advapi32.dll
GetSidLengthRequired,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSidLengthRequired,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSidLengthRequired,api-ms-win-security-base-l1-1-0.dll
GetSidLengthRequired,api-ms-win-security-base-l1-2-0.dll
GetSidLengthRequired,api-ms-win-security-base-l1-2-1.dll
GetSidLengthRequired,api-ms-win-security-base-l1-2-2.dll
GetSidSubAuthority,advapi32.dll
GetSidSubAuthority,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSidSubAuthority,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSidSubAuthority,api-ms-win-security-base-l1-1-0.dll
GetSidSubAuthority,api-ms-win-security-base-l1-2-0.dll
GetSidSubAuthority,api-ms-win-security-base-l1-2-1.dll
GetSidSubAuthority,api-ms-win-security-base-l1-2-2.dll
GetSidSubAuthorityCount,advapi32.dll
GetSidSubAuthorityCount,api-ms-win-downlevel-advapi32-l1-1-0.dll
GetSidSubAuthorityCount,api-ms-win-downlevel-advapi32-l1-1-1.dll
GetSidSubAuthorityCount,api-ms-win-security-base-l1-1-0.dll
GetSidSubAuthorityCount,api-ms-win-security-base-l1-2-0.dll
GetSidSubAuthorityCount,api-ms-win-security-base-l1-2-1.dll
GetSidSubAuthorityCount,api-ms-win-security-base-l1-2-2.dll
getsockname,ws2_32.dll
getsockopt,ws2_32.dll
GetStringScripts,api-ms-win-core-normalization-l1-1-0.dll
GetStringScripts,kernel32.dll
GetStringTypeExA,api-ms-win-core-kernel32-legacy-l1-1-0.dll
GetStringTypeExA,api-ms-win-core-kernel32-legacy-l1-1-1.dll
GetStringTypeExA,api-ms-win-core-kernel32-legacy-l1-1-2.dll
GetStringTypeExA,api-ms-win-core-kernel32-legacy-l1-1-3.dll
GetStringTypeExA,api-ms-win-core-kernel32-legacy-l1-1-4.dll
GetStringTypeExA,api-ms-win-core-kernel32-legacy-l1-1-5.dll
GetStringTypeExA,api-ms-win-core-localization-ansi-l1-1-0.dll
GetStringTypeExA,api-ms-win-deprecated-apis-legacy-l1-1-0.dll
GetStringTypeExA,api-ms-win-deprecated-apis-legacy-l1-2-0.dll
GetStringTypeExA,api-ms-win-downlevel-kernel32-l2-1-0.dll
GetStringTypeExA,kernel32.dll
GetStringTypeExW,api-ms-win-core-string-l1-1-0.dll
GetStringTypeExW,api-ms-win-downlevel-kernel32-l1-1-0.dll
GetStringTypeExW,kernel32.dll
GetStringTypeW,api-ms-win-core-string-l1-1-0.dll
GetStringTypeW,api-ms-win-downlevel-kernel32-l1-1-0.dll
